gene_callers_id	source	gene_name	gene_hmm_id	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS
352273	Archaea_76	Ribosomal_S3Ae	PF01015.18	0.0127504553734062	0.142987249544627	0	0.123861566484517	0	0.198542805100182	0.211293260473588	0	0.581056466302368	0	0	0	0	0	0.274134790528233	0	0	0.136612021857924	0	0.4408014571949	0.13752276867031	0.13752276867031	0.495446265938069	0.643897996357013	0.400728597449909	0.14207650273224	0.257741347905282	0.0355191256830601	0.716757741347905
353258	Archaea_76	Trm56	PF01994.16	0.46969696969697	0	0	0	0	0.357954545454545	0	0	0	0	0	0	0	0	0.268939393939394	0	0.325757575757576	0.553030303030303	0.227272727272727	0	0	0.486742424242424	0	0	0	0.191287878787879	0.367424242424242	0.410984848484849	0.498106060606061
401383	Archaea_76	Archease	PF01951.16	0.349593495934959	0	0	0	0	0	0.400406504065041	0	0.382113821138211	0.514227642276423	0.306910569105691	0	0.58130081300813	0	0.585365853658537	0.552845528455285	0.321138211382114	0	0.400406504065041	0	0.428861788617886	0	0	0.146341463414634	0	0.430894308943089	0	0	0.806910569105691
436471	Archaea_76	RtcB	PF01139.17	0.263668430335097	0	0	0	0.2663139329806	0.169312169312169	0	0	0	0.261904761904762	0.2663139329806	0.18694885361552	0	0	0	0	0.318342151675485	0.256613756613757	0.377425044091711	0.387125220458554	0.595238095238095	0.650793650793651	0.344797178130511	0.310405643738977	0.213403880070547	0.421516754850088	0	0	0.250440917107584
1310790	Archaea_76	tRNA-synt_1d	PF00750.19	0.285984848484849	0.18655303030303	0.308712121212121	0.112689393939394	0	0	0	0	0	0.283143939393939	0	0.140151515151515	0	0	0.432765151515151	0.46969696969697	0	0	0	0.21969696969697	0	0.349431818181818	0	0.653409090909091	0.0852272727272727	0.50094696969697	0	0	0.358901515151515
1344508	Archaea_76	RNA_pol_Rpb6	PF01192.22	0.447058823529412	0	0	0	0	0	0	0	0.407843137254902	0	0	0	0	0	0.454901960784314	0	0	0.933333333333333	0	0.925490196078431	0.898039215686275	0.223529411764706	0	0	0	0	0	0	0.945098039215686
1363609	Archaea_76	RNA_pol_N	PF01194.17	0	0.387254901960784	0	0	0	0	0.274509803921569	0	0	0	0	0	0	0	0.0343137254901961	0	0	0	0	0.549019607843137	0.715686274509804	0	0	1	0	0	0	0.568627450980392	0.950980392156863
1363610	Archaea_76	Ribosomal_S9	PF00380.19	0.420689655172414	0	0	0	0	0	0.597701149425287	0.381609195402299	0	0	0	0.190804597701149	0	0	0.259770114942529	0	0	0.703448275862069	0	0.586206896551724	0.967816091954023	0.379310344827586	0.23448275862069	0.351724137931034	0.342528735632184	0.342528735632184	0.0758620689655172	0.747126436781609	0.402298850574713
1363611	Archaea_76	Ribosomal_L13	PF00572.18	0.148648648648649	0	0	0.34009009009009	0	0	0.68018018018018	0.25	0.171171171171171	0	0.405405405405405	0.195945945945946	0	0	0.522522522522523	0.65990990990991	0	0	0	0.5	0	0.867117117117117	0	0.425675675675676	0.34009009009009	0.707207207207207	0.801801801801802	0.335585585585586	0.59009009009009
1376131	Archaea_76	CarS-like	PF01864.17	0	0	0.0104712041884817	0.0575916230366492	0	0	0	0	0.336823734729494	0.359511343804538	0	0.403141361256544	0	0	0.525305410122164	0.263525305410122	0.364746945898778	0	0	0.49912739965096	0.087260034904014	0.401396160558464	0	0.610820244328098	0.275741710296684	0.636998254799302	0	0	0.193717277486911
