gene_callers_id	source	gene_name	gene_hmm_id	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS
1240943	Archaea_76	Ribosomal_S15	PF00312.22	1.93333333333333	1.31111111111111	2.97777777777778	0.722222222222222	1.35555555555556	1.52222222222222	0.222222222222222	0.0333333333333333	1	2.55555555555556	0.388888888888889	0.0333333333333333	0	0	2.27777777777778	0.666666666666667	0	4.43333333333333	0.377777777777778	1.4	0.255555555555556	0.5	0.777777777777778	1.03333333333333	0	2.71111111111111	0	1.54444444444444	0.266666666666667
1255189	Archaea_76	AdoHcyase	PF05221.17	5.96124031007752	1.12790697674419	6.21317829457364	1.03100775193798	1.48837209302326	0	2.53488372093023	1.16666666666667	1.47674418604651	6.65116279069767	1.41472868217054	3.07751937984496	1.31782945736434	0	5.99612403100775	3.74031007751938	1.37596899224806	3.17829457364341	3.04263565891473	4.27131782945736	5.63565891472868	3.15116279069767	5.26744186046512	6.56589147286822	0.0503875968992248	5.32945736434108	2.48449612403101	3.22868217054264	10.1046511627907
1275203	Archaea_76	AdoHcyase	PF05221.17	7.03541666666667	4.46458333333333	5.46875	3.95625	1.84791666666667	1.73541666666667	2.83333333333333	2.15833333333333	5.35208333333333	2.875	1.94375	2.33125	2.24166666666667	0.310416666666667	6.35416666666667	1.97916666666667	2.98958333333333	7.52916666666667	3.53541666666667	7.13333333333333	5.87291666666667	2.7125	8.63958333333333	3.79166666666667	5.77083333333333	9.13958333333333	2.65416666666667	3.96666666666667	11.3375
1347494	Archaea_76	RNase_HII	PF01351.18	7.12820512820513	2.08058608058608	5.88095238095238	1.28571428571429	4.78571428571429	0.551282051282051	4.80952380952381	3.12087912087912	4.8021978021978	4.44139194139194	0.879120879120879	3.11355311355311	3.23626373626374	1.71062271062271	7.29120879120879	3.46703296703297	5.02014652014652	6.93589743589744	7.11904761904762	3.68315018315018	4.24175824175824	4.49267399267399	5.96336996336996	4.81868131868132	2.16483516483516	4.57692307692308	3.07142857142857	4.54945054945055	11.4285714285714
1398898	Archaea_76	TIM	PF00121.18	3.41402116402116	2.94047619047619	8.40873015873016	1.38359788359788	1.51984126984127	1.18253968253968	3.94179894179894	2.74603174603175	4.22751322751323	2.99867724867725	2.52777777777778	0.917989417989418	4.54497354497355	1.1957671957672	8.97089947089947	2.61507936507937	4.63095238095238	5.81746031746032	5.74470899470899	6.23809523809524	3.89814814814815	2.46825396825397	4.42195767195767	9.49338624338624	4.22619047619048	7.98809523809524	5.47883597883598	5.62962962962963	11.6772486772487
1121368	Archaea_76	Adenylsucc_synt	PF00709.21	5.18783679753657	2.31023864511162	5.35719784449577	2.9738260200154	2.74441878367975	1.27867590454196	3.38722093918399	2.26096997690531	4.90993071593534	5.72594303310239	2.95535026943803	3.09237875288684	2.54811393379523	1.24480369515012	7.41493456505004	2.7752117013087	5.28945342571209	2.53810623556582	3.20477290223249	4.04926866820631	4.38414164742109	2.08545034642032	3.59892224788299	6.41185527328714	1.54041570438799	6.34257120862202	2.15550423402617	4.65050038491147	6.07082371054657
1160780	Archaea_76	tRNA-synt_1d	PF00750.19	4.3202614379085	2.50108932461874	3.55337690631808	2.48148148148148	1.64270152505447	1.62309368191721	4.43790849673203	2.09803921568627	3.12636165577342	2.59694989106754	1.4880174291939	2.70806100217865	2.59912854030501	0.379084967320261	5.53159041394335	2.93681917211329	4.93246187363834	4.00653594771242	7.52941176470588	5.27886710239651	7.15032679738562	2.22657952069717	5.15032679738562	5.61437908496732	2.81263616557734	5.42919389978213	2.35511982570806	3.19607843137255	8.27015250544662
1184909	Archaea_76	Ribosomal_S8	PF00410.19	3.97761194029851	0.855721393034826	6.81094527363184	6.4452736318408	2.14676616915423	2.69402985074627	4.07213930348259	4.19154228855721	1.01741293532338	4.90547263681592	1.47761194029851	0.101990049751244	1.8407960199005	0.27363184079602	3.14676616915423	4.2363184079602	8.20149253731343	5.49502487562189	4.45024875621891	6.6044776119403	4.24875621890547	1.13930348258706	4.82587064676617	6.33582089552239	3.72139303482587	7.78606965174129	3.00248756218905	11.3706467661692	9.79353233830846
1184910	Archaea_76	Ribosomal_L6	PF00347.23	4.85661080074488	3.09497206703911	7.28677839851024	5.36312849162011	2.82495344506518	0.739292364990689	4.55679702048417	1.20856610800745	5.26443202979516	7.77281191806332	3.69832402234637	1.4096834264432	5.05027932960894	0.350093109869646	7.45065176908752	4.8584729981378	7.19739292364991	6.43016759776536	7.63500931098696	9.09497206703911	5.756052141527	3.54189944134078	9.48603351955307	6.94785847299814	1.97206703910615	10.2048417132216	3.99813780260708	6.16759776536313	12.8081936685289
1184915	Archaea_76	SecY	PF00344.20	6.63370786516854	3.62771535580524	7.94606741573034	2.92209737827715	4.09438202247191	3.36404494382022	5.46816479400749	2.12359550561798	5.64419475655431	5.74307116104869	2.29588014981273	4.69812734082397	3.96479400749064	1.93932584269663	10.6426966292135	3.54531835205993	6.61797752808989	8.88838951310861	10.9737827715356	7.3752808988764	7.69063670411985	4.01797752808989	6.4501872659176	10.2816479400749	5.09662921348315	8.7565543071161	4.35655430711611	4.63520599250936	12.0816479400749
1184916	Archaea_76	Ribosomal_S13	PF00416.22	3.07317073170732	3.34417344173442	7.45257452574526	6.82655826558266	4.09485094850949	3.23577235772358	6.09485094850949	2.91869918699187	4.08130081300813	6.3360433604336	2.86991869918699	7.36043360433604	2.98644986449865	1.82113821138211	9.76964769647696	5.27642276422764	7.34417344173442	13.6043360433604	7.57452574525745	2.65311653116531	5.6639566395664	3.95934959349594	6.24932249322493	8.1029810298103	2.59078590785908	6.36043360433604	2.34417344173442	4.43360433604336	12.4823848238482
1184917	Archaea_76	Ribosomal_S11	PF00411.19	5.60206718346253	4.23772609819121	5.37467700258398	3.2093023255814	4.74160206718346	1.62790697674419	5.71317829457364	1.4031007751938	3.91989664082687	2.56847545219638	3.13695090439276	3.01808785529716	3.37726098191214	0.914728682170543	11.578811369509	4.81136950904393	5.89147286821705	5.78294573643411	5.65374677002584	3.42894056847545	8.28423772609819	4.08785529715762	2.94315245478036	9.07751937984496	3.58139534883721	5.82687338501292	5.38242894056848	6.65633074935401	12.7881136950904
1198487	Archaea_76	Ribosomal_S9	PF00380.19	1.468671679198	1.73934837092732	1.99749373433584	1.47368421052632	1.76691729323308	0.62406015037594	0.907268170426065	1.50877192982456	3.52380952380952	3.91228070175439	1.83458646616541	1.13032581453634	2.76441102756892	0.12781954887218	4.46616541353383	1.6516290726817	1.81954887218045	3.97744360902256	2.44862155388471	2.88471177944862	4.90977443609023	1.08771929824561	2.53634085213033	5.55388471177945	2.80451127819549	4.71929824561404	2.7719298245614	1.30827067669173	7.48621553884712
1198488	Archaea_76	Ribosomal_L13	PF00572.18	4.27027027027027	2.74099099099099	7.63063063063063	1.75225225225225	2.75	0.114864864864865	3.27027027027027	1.61261261261261	3.06081081081081	5.72297297297297	2.96846846846847	1.29279279279279	5.74324324324324	1.12612612612613	4.26576576576577	3.14414414414414	3.65540540540541	6.31981981981982	3.86036036036036	5.36711711711712	6.88963963963964	4.13513513513514	3.56081081081081	3.84459459459459	4.5045045045045	4.29954954954955	3.15765765765766	4.68243243243243	11.2927927927928
3531	Archaea_76	tRNA-synt_1c	PF00749.21	5.96411318150449	0.472739820565908	4.75569358178054	2.5175983436853	1.93098688750863	1.69772256728778	5.50862663906142	1.26086956521739	5.35817805383023	4.14630779848171	1.99654934437543	2.69703243616287	3.65562456866805	0.625258799171843	6.60593512767426	2.72049689440994	5.00345065562457	5.20289855072464	6.6128364389234	5.37819185645273	6.95238095238095	3.31815044858523	4.09385783298827	5.5224292615597	3.37612146307798	5.61421670117322	1.74051069703244	3.82677708764665	8.46169772256729
14231	Archaea_76	Ribosomal_L1	PF00687.21	9.02164502164502	2.38095238095238	9.14430014430014	5.66810966810967	2.57431457431457	0.435786435786436	4.26551226551227	1.95093795093795	4.34343434343434	4.01298701298701	4.24242424242424	1.8989898989899	4.68109668109668	1.24386724386724	10.966810966811	3.15007215007215	7.27272727272727	7.78210678210678	5.16594516594517	4.91486291486291	6.68831168831169	4.21645021645022	6.13419913419913	8.95815295815296	4.38239538239538	7.97835497835498	2.5036075036075	4.28282828282828	12.5526695526696
38528	Archaea_76	Ribosomal_L4	PF00573.22	5.26923076923077	1.68108974358974	7.02403846153846	2.58814102564103	2.85416666666667	1.45192307692308	6.57852564102564	3.21314102564103	4.37820512820513	4.09294871794872	0.793269230769231	1.57692307692308	2.87019230769231	0.16025641025641	5.59935897435897	3.37019230769231	6.62019230769231	5.78044871794872	3.98397435897436	6.17467948717949	6.83333333333333	1.83173076923077	4.30608974358974	9.6426282051282	5.03846153846154	8.72435897435897	4.48076923076923	4.15705128205128	8.79967948717949
38529	Archaea_76	Ribosomal_L23	PF00276.20	8.81944444444444	3.25694444444444	7.89930555555556	2.40277777777778	1.28819444444444	1.69791666666667	6.82638888888889	0.25	4.09027777777778	3.11805555555556	1.86111111111111	5.81944444444444	3.92361111111111	2.57291666666667	10.3854166666667	3.88541666666667	9	6.02777777777778	5.47569444444444	1.79861111111111	4.97222222222222	1.17708333333333	7.81597222222222	9.01388888888889	3.72916666666667	13.0659722222222	4.03472222222222	2.74652777777778	6.61458333333333
