gene_callers_id	source	gene_name	gene_hmm_id	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS
1162447	Bacteria_71	Ribosomal_S20p	PF01649.18	0	0.492063492063492	0	0.0595238095238095	0.388888888888889	0	0.416666666666667	0.222222222222222	0	0.73015873015873	0.404761904761905	0.432539682539683	0.623015873015873	0	0	0	0	0	0	0	0.869047619047619	0	0	0	0.591269841269841	0	0.626984126984127	0	0
251685	Bacteria_71	ATP-synt	PF00231.19	0	0.796380090497738	0.520361990950226	0.838612368024133	0.981900452488688	0.283559577677225	0.971342383107089	0	0	0.714932126696833	0.69079939668175	0.226244343891403	1	0	0	0	0	0	0	0	0.384615384615385	0	0	0.455505279034691	0	0	0.46606334841629	0	0
279670	Bacteria_71	SecY	PF00344.20	0	0.428368794326241	0	0	0.729078014184397	0	0	0	0.00851063829787234	0.524822695035461	0.468085106382979	0.567375886524823	0.936170212765958	0	0.278014184397163	0	0	0	0.205673758865248	0	0.228368794326241	0	0	0	0	0	0.181560283687943	0	0
279671	Bacteria_71	eIF-1a	PF01176.19	0	0	0	0.398148148148148	0.398148148148148	0.62037037037037	0.226851851851852	0.689814814814815	1	1	0.763888888888889	0.643518518518518	1	0	0.486111111111111	0	0	0	0.564814814814815	0	0.643518518518518	0	0	0	0	0	0.458333333333333	0	0
279672	Bacteria_71	Ribosomal_S13	PF00416.22	0	0	0	0.306666666666667	0.581333333333333	0.594666666666667	0.970666666666667	0.4	0.173333333333333	0.965333333333333	0.757333333333333	0.402666666666667	0.864	0	0	0	0	0	0.224	0	0.408	0	0	0	0.64	0	0.4	0	0.661333333333333
279673	Bacteria_71	Ribosomal_S11	PF00411.19	0	0	0	0	1	0.158854166666667	0.565104166666667	0.234375	0	0.2109375	0.786458333333333	0.393229166666667	0.997395833333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.609375	0	0
323964	Bacteria_71	OSCP	PF00213.18	0	0.532407407407407	0	0.259259259259259	0	0	1	0	0.625	1	1	0	1	0	0	0.893518518518518	0	0	0.546296296296296	0	0.865740740740741	0	0	0	0.0277777777777778	0	0	0	0
323965	Bacteria_71	OSCP	PF00213.18	0	0.43768115942029	0.620289855072464	0.556521739130435	0	0.498550724637681	1	0	0.278260869565217	1	0.88695652173913	0.446376811594203	1	0	0	0.0463768115942029	0	0	0	0	0.388405797101449	0	0	0	0.869565217391304	0.107246376811594	0.194202898550725	0	0
586169	Bacteria_71	Ribosomal_L3	PF00297.22	0	0.0241796200345423	0	0.424870466321244	0.842832469775475	0.433506044905009	0.597582037996546	0	0.716753022452504	0.955094991364421	0.956822107081174	0.545768566493955	0.842832469775475	0	0	0.260794473229706	0	0	0	0	0.485319516407599	0	0	0	0	0	0.882556131260794	0	0
586170	Bacteria_71	Ribosomal_L4	PF00573.22	0	0.456556082148499	0	0	0.842022116903633	0	0.985781990521327	0.377567140600316	0.674565560821485	1	0.808846761453397	0	1	0	0	0.484992101105845	0	0	0.454976303317536	0	0.033175355450237	0	0	0	0.169036334913112	0	0.76303317535545	0	0.265402843601896
