gene_callers_id	source	gene_name	gene_hmm_id	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS
1062414	Bacteria_71	SmpB	PF01668.18	0.848290598290598	0.816239316239316	0.816239316239316	0.395299145299145	0.367521367521367	0.587606837606838	0	0.784188034188034	1	0.0384615384615385	0.555555555555556	0.886752136752137	0	0.356837606837607	0.202991452991453	0.927350427350427	0.801282051282051	0.972222222222222	0.66025641025641	0.873931623931624	0.769230769230769	0.628205128205128	0.587606837606838	0.916666666666667	0.891025641025641	0.965811965811966	0.863247863247863	0.863247863247863	0.502136752136752
1090790	Bacteria_71	Chorismate_synt	PF01264.21	0.796130952380952	0.6875	0.523809523809524	0.708333333333333	0.125	0	0.416666666666667	0.578869047619048	0.511904761904762	0.367559523809524	0.558035714285714	0.693452380952381	0.302083333333333	0	0.71577380952381	0.876488095238095	0.552083333333333	0.513392857142857	0.724702380952381	0.71577380952381	0.306547619047619	0.867559523809524	0.556547619047619	0.635416666666667	0.46577380952381	0.863095238095238	0.665178571428571	0.989583333333333	0.619047619047619
1098449	Bacteria_71	YajC	PF02699.15	0	0.475177304964539	0	0	1	0.886524822695035	0	0.882978723404255	0.833333333333333	0.0567375886524823	1	1	0	0	0.726950354609929	1	0.148936170212766	1	0.184397163120567	1	0.968085106382979	1	0.280141843971631	0.819148936170213	1	0.847517730496454	1	0.120567375886525	0.787234042553192
1119782	Bacteria_71	Chorismate_synt	PF01264.21	0.930063578564941	0.85921889191644	0.807447774750227	0.568574023614896	0.397820163487738	0.552225249772934	0.700272479564033	0.567665758401453	0.798365122615804	0.527702089009991	0.797456857402361	0.556766575840145	0.930971843778383	0.274296094459582	0.88283378746594	1	0.789282470481381	0.821071752951862	0.980926430517711	0.963669391462307	0.729336966394187	0.931880108991826	0.920980926430518	0.908265213442325	0.942779291553134	1	0.853769300635786	0.909173478655768	0.927338782924614
1188762	Bacteria_71	RecO_C	PF02565.15	0.74120082815735	0.625258799171843	0.511387163561077	0	0	0.0144927536231884	0.511387163561077	0.31055900621118	0.743271221532091	0.853002070393375	0.944099378881988	0.656314699792961	0.383022774327122	0	1	0.821946169772257	0.944099378881988	1	0.635610766045549	0.846790890269151	0.819875776397516	0.954451345755694	0.832298136645963	1	0.968944099378882	0.927536231884058	0.693581780538302	0	0.973084886128364
181787	Bacteria_71	tRNA-synt_1d	PF00750.19	0.52233676975945	0.945589919816724	0.943298969072165	0.678694158075601	0.595647193585338	0.728522336769759	0.938144329896907	0.652920962199313	0.941008018327606	0.700458190148912	0.664948453608247	0.877434135166094	0.559564719358534	0.150630011454754	0.950744558991982	1	0.918671248568156	0.944444444444444	0.958190148911798	0.970790378006873	0.93241695303551	0.936426116838488	0.968499427262314	0.989117983963345	0.935853379152348	1	0.958762886597938	0.973081328751432	0.763459335624284
181795	Bacteria_71	Ribosomal_L32p	PF01783.23	0.175925925925926	1	0.768518518518518	1	1	0	0.597222222222222	0.314814814814815	0.282407407407407	0.634259259259259	0.634259259259259	1	0.810185185185185	0	0.652777777777778	1	1	1	0.939814814814815	1	1	1	1	1	1	1	1	1	1
181814	Bacteria_71	Adenylsucc_synt	PF00709.21	0.556327160493827	0.749228395061728	0.830246913580247	0.540895061728395	0.243827160493827	0.408950617283951	0.988425925925926	0.813271604938272	0.891203703703704	0.797067901234568	0.524691358024691	0.694444444444444	0.149691358024691	0.121913580246914	0.909722222222222	0.970679012345679	0.864969135802469	1	0.996141975308642	1	0.75462962962963	1	0.931327160493827	1	0.918981481481482	0.946759259259259	0.976851851851852	1	0.994598765432099
201782	Bacteria_71	OSCP	PF00213.18	0	0	0	0	0	0	0.458715596330275	0	0	0	0	0.715596330275229	0.46177370030581	0	1	0.308868501529052	0.645259938837921	0.134556574923547	0	0.46177370030581	0	0.577981651376147	0.0122324159021407	0	0	0.694189602446483	0	0.394495412844037	0
201784	Bacteria_71	ATP-synt	PF00231.19	0.811643835616438	0.824200913242009	0.648401826484018	0.541095890410959	0.398401826484018	0.313926940639269	0.726027397260274	0.401826484018265	1	0.702054794520548	0.894977168949772	0.855022831050228	0.53310502283105	0.234018264840183	1	0.996575342465753	0.908675799086758	0.954337899543379	0.547945205479452	0.805936073059361	0.948630136986301	1	0.981735159817352	1	0.914383561643836	0.936073059360731	1	1	0.961187214611872
